id,description,gender,age,country,mood,product_fit
2922,"tonka bean, rosemary, powdery floral",unisex,23,India,energising,Baby Care (Pampers)
2923,"amberwood, sage, icy mint",female,59,Indonesia,fresh,Fresh Menthol Shampoo (Head & Shoulders)
2924,"sandalwood, jasmine, ocean breeze",male,54,Australia,energising,Fresh Menthol Shampoo (Head & Shoulders)
2925,"white musk, thyme, amberwood",male,59,Italy,warm,Baby Care (Pampers)
2926,"baby powder, sandalwood, rose petals",female,16,China,energising,Baby Care (Pampers)
2927,"caramel, white musk, vetiver",female,79,Vietnam,sporty,Baby Care (Pampers)
2928,"icy mint, cedarwood, powdery floral",male,70,United States,energising,Baby Care (Pampers)
2929,"caramel, ocean breeze, lemon zest",female,24,Thailand,warm,Dishwashing Fresh Lemon (Fairy)
2930,"vetiver, rose petals, mint herb",male,50,Indonesia,calming,Warm Floral Skin Care (Olay)
2931,"vetiver, white musk, icy mint",male,68,Brazil,warm,Baby Care (Pampers)
2932,"soft cotton, peony, bergamot",male,20,Germany,energising,Laundry Fresh (Ariel/Tide)
2933,"fresh linen, sugar musk, smoky spice",female,20,Germany,sporty,Fresh Menthol Shampoo (Head & Shoulders)
2934,"chamomile, baby powder, clean eucalyptus",unisex,40,Singapore,fresh,Baby Care (Pampers)
2935,"powdery floral, rose petals, cedarwood",female,30,Turkey,fresh,Baby Care (Pampers)
2936,"sandalwood, bergamot, chamomile",unisex,46,Egypt,gentle,Laundry Fresh (Ariel/Tide)
2937,"clean eucalyptus, smoky spice, white musk",male,64,Australia,warm,Baby Care (Pampers)
2938,"powdery floral, orange peel, rose petals",unisex,79,United States,gentle,Laundry Fresh (Ariel/Tide)
2939,"orchid, fresh linen, sugar musk",unisex,34,United States,fresh,Fresh Menthol Shampoo (Head & Shoulders)
2940,"green tea, mandarin, baby powder",female,47,Indonesia,gentle,Laundry Fresh (Ariel/Tide)
2941,"baby powder, chamomile, thyme",male,61,United States,gentle,Baby Care (Pampers)
2942,"rosemary, caramel, grapefruit",unisex,36,United Kingdom,energising,Laundry Fresh (Ariel/Tide)
2943,"vetiver, chamomile, caramel",female,42,United Kingdom,energising,Warm Floral Skin Care (Olay)
2944,"smoky spice, white musk, mandarin",male,35,Singapore,calming,Laundry Fresh (Ariel/Tide)
2945,"sandalwood, grapefruit, mint herb",unisex,42,Bangladesh,warm,Laundry Fresh (Ariel/Tide)
2946,"cedarwood, rosemary, mandarin",female,17,Sweden,sporty,Laundry Fresh (Ariel/Tide)
2947,"peony, white musk, mint herb",male,65,Brazil,gentle,Baby Care (Pampers)
2948,"fresh linen, sandalwood, white musk",unisex,30,India,warm,Baby Care (Pampers)
2949,"caramel, smoky spice, orchid",male,39,Philippines,warm,Warm Floral Skin Care (Olay)
2950,"grapefruit, clean eucalyptus, caramel",unisex,48,Saudi Arabia,fresh,Laundry Fresh (Ariel/Tide)
2951,"rose petals, ocean breeze, soft cotton",male,77,UAE,energising,Baby Care (Pampers)
2952,"cedarwood, green tea, sugar musk",unisex,79,France,gentle,Fresh Menthol Shampoo (Head & Shoulders)
2953,"sage, sandalwood, grapefruit",male,50,Japan,gentle,Laundry Fresh (Ariel/Tide)
2954,"lemon zest, peony, clean eucalyptus",male,59,Brazil,gentle,Dishwashing Fresh Lemon (Fairy)
2955,"fresh linen, grapefruit, white musk",female,53,Sweden,gentle,Laundry Fresh (Ariel/Tide)
2956,"rose petals, sugar musk, cedarwood",male,43,Japan,warm,Warm Floral Skin Care (Olay)
2957,"clean eucalyptus, powdery floral, amberwood",female,36,Thailand,warm,Baby Care (Pampers)
2958,"mint herb, mandarin, caramel",male,61,South Africa,energising,Laundry Fresh (Ariel/Tide)
2959,"lemon zest, vetiver, chamomile",unisex,25,Philippines,gentle,Dishwashing Fresh Lemon (Fairy)
2960,"tonka bean, peony, amberwood",male,65,Bangladesh,calming,Warm Floral Skin Care (Olay)
2961,"sandalwood, tonka bean, grapefruit",unisex,15,Italy,sporty,Laundry Fresh (Ariel/Tide)
2962,"vetiver, green tea, baby powder",male,53,Mexico,fresh,Baby Care (Pampers)
2963,"sandalwood, baby powder, fresh linen",female,20,Turkey,energising,Baby Care (Pampers)
2964,"cedarwood, mandarin, baby powder",unisex,35,Nigeria,calming,Laundry Fresh (Ariel/Tide)
2965,"green tea, thyme, bergamot",female,69,China,energising,Laundry Fresh (Ariel/Tide)
2966,"lemon zest, baby powder, clean eucalyptus",unisex,31,India,sporty,Dishwashing Fresh Lemon (Fairy)
2967,"sandalwood, icy mint, lime",female,57,Nigeria,calming,Dishwashing Fresh Lemon (Fairy)
2968,"coconut cream, powdery floral, thyme",unisex,41,Nigeria,fresh,Baby Care (Pampers)
2969,"orange peel, vetiver, soft cotton",unisex,78,Australia,energising,Laundry Fresh (Ariel/Tide)
2970,"caramel, cedarwood, baby powder",unisex,78,United States,gentle,Baby Care (Pampers)
2971,"smoky spice, peony, white musk",unisex,17,Germany,calming,Baby Care (Pampers)
2972,"fresh linen, tonka bean, lemongrass",unisex,55,Italy,sporty,Fresh Menthol Shampoo (Head & Shoulders)
2973,"mint herb, orchid, ocean breeze",unisex,62,Thailand,sporty,Fresh Menthol Shampoo (Head & Shoulders)
2974,"orange peel, lemongrass, peony",unisex,45,Singapore,gentle,Dishwashing Fresh Lemon (Fairy)
2975,"green tea, baby powder, rose petals",female,29,Saudi Arabia,fresh,Baby Care (Pampers)
2976,"sugar musk, soft cotton, green tea",male,49,Vietnam,sporty,Baby Care (Pampers)
2977,"soft cotton, mint herb, green tea",unisex,19,Canada,gentle,Baby Care (Pampers)
2978,"baby powder, vetiver, icy mint",female,13,Bangladesh,calming,Baby Care (Pampers)
2979,"coconut cream, jasmine, green tea",unisex,59,UAE,energising,Fresh Menthol Shampoo (Head & Shoulders)
2980,"caramel, peony, ocean breeze",female,24,South Korea,fresh,Fresh Menthol Shampoo (Head & Shoulders)
2981,"lemongrass, coconut cream, grapefruit",male,60,Spain,sporty,Dishwashing Fresh Lemon (Fairy)
2982,"rosemary, jasmine, caramel",female,18,Nigeria,fresh,Warm Floral Skin Care (Olay)
2983,"ocean breeze, grapefruit, peony",male,16,South Africa,warm,Laundry Fresh (Ariel/Tide)
2984,"lemongrass, white musk, sandalwood",male,38,UAE,gentle,Baby Care (Pampers)
2985,"orchid, green tea, soft cotton",female,77,Nigeria,sporty,Baby Care (Pampers)
2986,"caramel, lemongrass, white musk",female,35,France,sporty,Baby Care (Pampers)
2987,"lavender, sugar musk, icy mint",female,68,South Africa,gentle,Fresh Menthol Shampoo (Head & Shoulders)
2988,"jasmine, green tea, white musk",female,21,India,fresh,Baby Care (Pampers)
2989,"coconut cream, powdery floral, peony",unisex,64,Turkey,energising,Baby Care (Pampers)
2990,"sage, powdery floral, bergamot",male,72,New Zealand,gentle,Laundry Fresh (Ariel/Tide)
2991,"caramel, lemon zest, lavender",unisex,59,Italy,gentle,Dishwashing Fresh Lemon (Fairy)
2992,"sandalwood, rosemary, lemon zest",unisex,33,Indonesia,sporty,Dishwashing Fresh Lemon (Fairy)
2993,"rose petals, smoky spice, fresh linen",male,52,Italy,warm,Fresh Menthol Shampoo (Head & Shoulders)
2994,"mint herb, lemon zest, fresh linen",male,76,Saudi Arabia,sporty,Dishwashing Fresh Lemon (Fairy)
2995,"basil, peony, cedarwood",female,61,South Korea,fresh,Warm Floral Skin Care (Olay)
2996,"coconut cream, icy mint, powdery floral",male,73,Canada,warm,Baby Care (Pampers)
2997,"smoky spice, white musk, sugar musk",female,65,Philippines,warm,Baby Care (Pampers)
2998,"rosemary, soft cotton, bergamot",female,57,Bangladesh,fresh,Laundry Fresh (Ariel/Tide)
2999,"green tea, sugar musk, lemongrass",male,38,United Kingdom,warm,Fresh Menthol Shampoo (Head & Shoulders)
3000,"orange peel, sugar musk, white musk",female,65,Pakistan,gentle,Laundry Fresh (Ariel/Tide)
3001,"sugar musk, cedarwood, orchid",unisex,16,South Korea,fresh,Warm Floral Skin Care (Olay)
3002,"powdery floral, sugar musk, sandalwood",male,27,Thailand,sporty,Baby Care (Pampers)
3003,"tonka bean, powdery floral, grapefruit",female,65,UAE,sporty,Laundry Fresh (Ariel/Tide)
3004,"orange peel, baby powder, smoky spice",male,24,Saudi Arabia,energising,Laundry Fresh (Ariel/Tide)
3005,"soft cotton, ocean breeze, grapefruit",male,14,South Africa,energising,Laundry Fresh (Ariel/Tide)
3006,"mint herb, rose petals, smoky spice",female,59,UAE,calming,Warm Floral Skin Care (Olay)
3007,"smoky spice, lemon zest, rosemary",unisex,34,Singapore,energising,Dishwashing Fresh Lemon (Fairy)
3008,"lime, rosemary, amberwood",male,15,New Zealand,warm,Dishwashing Fresh Lemon (Fairy)
3009,"white musk, green tea, coconut cream",female,29,Philippines,gentle,Baby Care (Pampers)
3010,"chamomile, fresh linen, powdery floral",male,25,France,gentle,Baby Care (Pampers)
3011,"fresh linen, orchid, amberwood",male,33,Spain,warm,Fresh Menthol Shampoo (Head & Shoulders)
3012,"mint herb, powdery floral, tonka bean",male,47,United States,calming,Baby Care (Pampers)
3013,"icy mint, chamomile, white musk",male,28,Turkey,warm,Baby Care (Pampers)
3014,"basil, sandalwood, rose petals",female,78,Pakistan,calming,Warm Floral Skin Care (Olay)
3015,"rose petals, soft cotton, coconut cream",unisex,73,New Zealand,gentle,Baby Care (Pampers)
3016,"caramel, mandarin, fresh linen",female,54,United States,warm,Laundry Fresh (Ariel/Tide)
3017,"white musk, sage, sandalwood",female,72,UAE,energising,Baby Care (Pampers)
3018,"clean eucalyptus, grapefruit, powdery floral",female,26,Thailand,warm,Laundry Fresh (Ariel/Tide)
3019,"caramel, orchid, ocean breeze",female,31,United Kingdom,gentle,Fresh Menthol Shampoo (Head & Shoulders)
3020,"lemongrass, cedarwood, ocean breeze",female,44,India,calming,Fresh Menthol Shampoo (Head & Shoulders)
3021,"thyme, white musk, sugar musk",unisex,41,Nigeria,calming,Baby Care (Pampers)
3022,"basil, amberwood, grapefruit",male,17,Italy,sporty,Laundry Fresh (Ariel/Tide)
3023,"grapefruit, icy mint, coconut cream",female,17,Bangladesh,calming,Laundry Fresh (Ariel/Tide)
3024,"powdery floral, thyme, bergamot",unisex,37,United States,calming,Laundry Fresh (Ariel/Tide)
3025,"smoky spice, sage, sugar musk",female,16,France,calming,Men’s Grooming (Gillette)
3026,"rose petals, rosemary, soft cotton",female,70,Pakistan,warm,Baby Care (Pampers)
3027,"orchid, grapefruit, cedarwood",male,24,Canada,calming,Laundry Fresh (Ariel/Tide)
3028,"vetiver, lime, coconut cream",unisex,54,Indonesia,energising,Dishwashing Fresh Lemon (Fairy)
3029,"sage, baby powder, caramel",female,38,Mexico,calming,Baby Care (Pampers)
3030,"smoky spice, tonka bean, thyme",male,77,Australia,calming,Men’s Grooming (Gillette)
3031,"caramel, green tea, baby powder",unisex,58,Vietnam,sporty,Baby Care (Pampers)
3032,"vetiver, caramel, baby powder",male,63,Bangladesh,fresh,Baby Care (Pampers)
3033,"jasmine, amberwood, mint herb",female,40,Pakistan,calming,Warm Floral Skin Care (Olay)
3034,"jasmine, mandarin, baby powder",female,54,Australia,warm,Laundry Fresh (Ariel/Tide)
3035,"caramel, amberwood, fresh linen",male,26,France,energising,Fresh Menthol Shampoo (Head & Shoulders)
3036,"powdery floral, coconut cream, lemongrass",male,15,Vietnam,warm,Baby Care (Pampers)
3037,"green tea, grapefruit, coconut cream",female,52,Germany,calming,Laundry Fresh (Ariel/Tide)
3038,"tonka bean, ocean breeze, mint herb",male,62,Nigeria,fresh,Fresh Menthol Shampoo (Head & Shoulders)
3039,"lavender, baby powder, basil",unisex,37,India,warm,Baby Care (Pampers)
3040,"thyme, tonka bean, icy mint",male,22,United States,energising,Fresh Menthol Shampoo (Head & Shoulders)
3041,"thyme, orange peel, rose petals",female,53,Egypt,energising,Laundry Fresh (Ariel/Tide)
3042,"rose petals, powdery floral, mint herb",female,39,Australia,gentle,Baby Care (Pampers)
3043,"sugar musk, peony, lemongrass",male,67,South Korea,warm,Warm Floral Skin Care (Olay)
3044,"coconut cream, green tea, bergamot",unisex,44,China,warm,Laundry Fresh (Ariel/Tide)
3045,"vanilla, mandarin, sage",unisex,13,United Kingdom,energising,Laundry Fresh (Ariel/Tide)
3046,"lime, baby powder, sage",male,18,South Korea,calming,Dishwashing Fresh Lemon (Fairy)
3047,"soft cotton, fresh linen, lavender",female,69,China,fresh,Baby Care (Pampers)
3048,"lavender, cedarwood, caramel",unisex,32,Bangladesh,gentle,Warm Floral Skin Care (Olay)
3049,"peony, sage, fresh linen",female,42,Malaysia,fresh,Fresh Menthol Shampoo (Head & Shoulders)
3050,"vanilla, clean eucalyptus, rose petals",female,59,Spain,calming,Fresh Menthol Shampoo (Head & Shoulders)
3051,"lemongrass, smoky spice, vanilla",unisex,16,United States,calming,Men’s Grooming (Gillette)
3052,"vetiver, green tea, tonka bean",male,73,Sweden,fresh,Fresh Menthol Shampoo (Head & Shoulders)
3053,"amberwood, caramel, peony",female,29,Australia,fresh,Warm Floral Skin Care (Olay)
3054,"cedarwood, coconut cream, fresh linen",male,72,Australia,sporty,Fresh Menthol Shampoo (Head & Shoulders)
3055,"clean eucalyptus, mint herb, powdery floral",female,49,New Zealand,energising,Baby Care (Pampers)
3056,"vanilla, amberwood, sage",unisex,26,United Kingdom,sporty,Men’s Grooming (Gillette)
3057,"rose petals, mint herb, cedarwood",male,45,Spain,energising,Warm Floral Skin Care (Olay)
3058,"rose petals, cedarwood, soft cotton",unisex,67,Italy,gentle,Baby Care (Pampers)
3059,"sandalwood, baby powder, peony",male,14,United Kingdom,sporty,Baby Care (Pampers)
3060,"vetiver, mandarin, baby powder",male,35,Sweden,calming,Laundry Fresh (Ariel/Tide)
3061,"grapefruit, orchid, fresh linen",female,27,France,energising,Laundry Fresh (Ariel/Tide)
3062,"lemon zest, tonka bean, fresh linen",male,79,Egypt,fresh,Dishwashing Fresh Lemon (Fairy)
3063,"tonka bean, soft cotton, green tea",female,75,Malaysia,gentle,Baby Care (Pampers)
3064,"powdery floral, coconut cream, ocean breeze",unisex,44,UAE,calming,Baby Care (Pampers)
3065,"mandarin, ocean breeze, tonka bean",female,47,South Africa,energising,Laundry Fresh (Ariel/Tide)
3066,"amberwood, tonka bean, lemongrass",male,68,France,calming,Men’s Grooming (Gillette)
3067,"tonka bean, green tea, vetiver",female,66,Canada,warm,Fresh Menthol Shampoo (Head & Shoulders)
3068,"sugar musk, lavender, thyme",male,47,Nigeria,sporty,Warm Floral Skin Care (Olay)
3069,"caramel, fresh linen, soft cotton",unisex,20,Sweden,fresh,Baby Care (Pampers)
3070,"baby powder, tonka bean, clean eucalyptus",male,43,Brazil,gentle,Baby Care (Pampers)
3071,"white musk, peony, vanilla",male,68,Indonesia,warm,Baby Care (Pampers)
3072,"fresh linen, baby powder, rosemary",female,55,Saudi Arabia,calming,Baby Care (Pampers)
3073,"fresh linen, sugar musk, sandalwood",male,40,Vietnam,energising,Fresh Menthol Shampoo (Head & Shoulders)
3074,"caramel, lavender, amberwood",male,54,Germany,sporty,Warm Floral Skin Care (Olay)
3075,"ocean breeze, vanilla, mandarin",unisex,75,Brazil,energising,Laundry Fresh (Ariel/Tide)
3076,"lemon zest, green tea, baby powder",unisex,67,Italy,sporty,Dishwashing Fresh Lemon (Fairy)
3077,"soft cotton, caramel, sage",unisex,45,Malaysia,calming,Baby Care (Pampers)
3078,"cedarwood, white musk, lavender",unisex,46,South Africa,gentle,Baby Care (Pampers)
3079,"sugar musk, smoky spice, bergamot",unisex,35,United States,gentle,Laundry Fresh (Ariel/Tide)
3080,"amberwood, lavender, ocean breeze",unisex,57,Egypt,gentle,Fresh Menthol Shampoo (Head & Shoulders)
3081,"lemon zest, ocean breeze, lemongrass",male,35,Vietnam,calming,Dishwashing Fresh Lemon (Fairy)
3082,"ocean breeze, amberwood, bergamot",unisex,49,UAE,gentle,Laundry Fresh (Ariel/Tide)
3083,"coconut cream, mandarin, lemongrass",male,77,Italy,energising,Dishwashing Fresh Lemon (Fairy)
3084,"vanilla, thyme, mandarin",male,67,Saudi Arabia,warm,Laundry Fresh (Ariel/Tide)
3085,"tonka bean, bergamot, ocean breeze",female,80,Egypt,warm,Laundry Fresh (Ariel/Tide)
3086,"tonka bean, smoky spice, peony",male,30,Indonesia,sporty,Warm Floral Skin Care (Olay)
3087,"smoky spice, fresh linen, thyme",unisex,15,Spain,warm,Fresh Menthol Shampoo (Head & Shoulders)
3088,"coconut cream, cedarwood, mandarin",female,65,Sweden,fresh,Laundry Fresh (Ariel/Tide)
3089,"soft cotton, basil, fresh linen",unisex,68,France,gentle,Baby Care (Pampers)
3090,"powdery floral, lavender, caramel",female,66,France,warm,Baby Care (Pampers)
3091,"smoky spice, mandarin, ocean breeze",male,19,Malaysia,energising,Laundry Fresh (Ariel/Tide)
3092,"fresh linen, lemon zest, chamomile",male,38,South Africa,gentle,Dishwashing Fresh Lemon (Fairy)
3093,"sage, icy mint, lemon zest",male,74,India,fresh,Dishwashing Fresh Lemon (Fairy)
3094,"orchid, grapefruit, vetiver",female,69,Indonesia,calming,Laundry Fresh (Ariel/Tide)
3095,"rosemary, jasmine, bergamot",unisex,47,Germany,sporty,Laundry Fresh (Ariel/Tide)
3096,"fresh linen, orange peel, basil",unisex,39,Bangladesh,fresh,Laundry Fresh (Ariel/Tide)
3097,"caramel, smoky spice, jasmine",male,21,Thailand,sporty,Warm Floral Skin Care (Olay)
3098,"icy mint, baby powder, orchid",female,42,Indonesia,fresh,Baby Care (Pampers)
3099,"jasmine, cedarwood, icy mint",female,50,South Africa,energising,Fresh Menthol Shampoo (Head & Shoulders)
3100,"coconut cream, white musk, icy mint",unisex,13,Mexico,warm,Baby Care (Pampers)
3101,"cedarwood, powdery floral, ocean breeze",female,34,Malaysia,gentle,Baby Care (Pampers)
3102,"bergamot, clean eucalyptus, smoky spice",female,51,Pakistan,gentle,Laundry Fresh (Ariel/Tide)
3103,"sugar musk, baby powder, lemon zest",female,27,South Korea,energising,Dishwashing Fresh Lemon (Fairy)
3104,"baby powder, vanilla, icy mint",male,35,United States,sporty,Baby Care (Pampers)
3105,"baby powder, orange peel, cedarwood",male,63,Thailand,energising,Laundry Fresh (Ariel/Tide)
3106,"peony, green tea, white musk",male,43,Vietnam,sporty,Baby Care (Pampers)
3107,"thyme, clean eucalyptus, sandalwood",female,28,Australia,gentle,Fresh Menthol Shampoo (Head & Shoulders)
3108,"orchid, white musk, vetiver",male,64,Japan,gentle,Baby Care (Pampers)
3109,"white musk, lime, vanilla",female,29,Japan,calming,Dishwashing Fresh Lemon (Fairy)
3110,"caramel, ocean breeze, mint herb",female,64,France,warm,Fresh Menthol Shampoo (Head & Shoulders)
3111,"green tea, bergamot, orchid",unisex,80,Bangladesh,warm,Laundry Fresh (Ariel/Tide)
3112,"mint herb, green tea, jasmine",female,77,Bangladesh,sporty,Fresh Menthol Shampoo (Head & Shoulders)
3113,"white musk, orange peel, ocean breeze",female,58,Australia,gentle,Laundry Fresh (Ariel/Tide)
3114,"sugar musk, orange peel, thyme",unisex,43,Canada,warm,Laundry Fresh (Ariel/Tide)
3115,"vetiver, rose petals, clean eucalyptus",unisex,79,Pakistan,gentle,Fresh Menthol Shampoo (Head & Shoulders)
3116,"caramel, smoky spice, rose petals",unisex,49,Italy,sporty,Warm Floral Skin Care (Olay)
3117,"orchid, rosemary, coconut cream",unisex,37,South Africa,gentle,Warm Floral Skin Care (Olay)
3118,"powdery floral, cedarwood, basil",unisex,69,Turkey,fresh,Baby Care (Pampers)
3119,"smoky spice, jasmine, caramel",unisex,32,Pakistan,gentle,Warm Floral Skin Care (Olay)
3120,"coconut cream, baby powder, amberwood",female,47,Nigeria,gentle,Baby Care (Pampers)
3121,"sugar musk, mandarin, soft cotton",unisex,45,Australia,fresh,Laundry Fresh (Ariel/Tide)
3122,"soft cotton, rose petals, smoky spice",male,44,Australia,warm,Baby Care (Pampers)
3123,"sandalwood, tonka bean, baby powder",unisex,38,Egypt,calming,Baby Care (Pampers)
3124,"white musk, icy mint, jasmine",male,61,Spain,sporty,Baby Care (Pampers)
3125,"mandarin, orchid, thyme",male,46,Germany,calming,Laundry Fresh (Ariel/Tide)
3126,"powdery floral, rose petals, clean eucalyptus",unisex,48,Turkey,sporty,Baby Care (Pampers)
